ID_Mahasiswa,Prodi,IPK,IPS_Terakhir,Persentase_Kehadiran,SKS_Lulus,Jumlah_Organisasi,Kondisi_Ekonomi,Kualitas_Akses_Internet,Pengalaman_Magang,Jumlah_Sertifikasi,Aktivitas_Sosial_Skor,Status_Pekerjaan,Dukungan_Keluarga,Skor_Softskill,Kelulusan_Tepat_Waktu,Arah_Karier
MHS04023,Komputer,3.56,3.59,77,130,0,Menengah,Baik,Ya,3,4,Freelance,2,4,Tepat Waktu,Data Analyst
MHS04024,Manajemen,3.15,2.79,71,114,3,Rendah,Cukup,Ya,2,3,Tidak Bekerja,2,9,Tidak Tepat Waktu,Wirausaha
MHS04025,Komputer,3.66,3.79,94,131,2,Rendah,Baik,Tidak,2,3,Freelance,3,8,Tepat Waktu,Lanjut Studi
MHS04026,Manajemen,3.36,3.12,68,108,0,Menengah,Cukup,Ya,2,3,Tidak Bekerja,4,8,Tepat Waktu,Lanjut Studi
MHS04027,Komputer,3.32,2.99,91,107,1,Menengah,Cukup,Tidak,2,9,Tidak Bekerja,3,6,Tepat Waktu,Startup
MHS04028,Komputer,2.92,2.98,71,99,1,Menengah,Cukup,Ya,3,4,Tidak Bekerja,2,10,Tidak Tepat Waktu,Data Analyst
MHS04029,Manajemen,3.7,3.6,100,102,0,Tinggi,Cukup,Ya,1,6,Part-time,5,6,Tepat Waktu,Industri Manajemen
MHS04030,Manajemen,3.43,3.4,94,122,2,Menengah,Cukup,Ya,2,10,Freelance,2,8,Tepat Waktu,Pemerintahan
MHS04031,Komputer,3.2,2.85,62,116,0,Menengah,Cukup,Ya,2,1,Part-time,5,6,Tidak Tepat Waktu,Data Analyst
MHS04032,Bisnis Digital,3.04,2.81,88,106,3,Menengah,Cukup,Tidak,4,8,Part-time,3,6,Tidak Tepat Waktu,Startup
MHS04033,Komputer,2.8,2.58,87,129,3,Tinggi,Cukup,Tidak,2,8,Freelance,2,3,Tidak Tepat Waktu,Wirausaha Digital
MHS04034,Manajemen,3.2,3.29,86,124,2,Rendah,Kurang,Ya,1,8,Freelance,1,8,Tepat Waktu,Industri Manajemen
MHS04035,Manajemen,3.52,3.52,85,103,0,Menengah,Cukup,Tidak,0,3,Freelance,4,6,Tepat Waktu,Industri Manajemen
MHS04036,Komputer,3.05,2.91,72,124,2,Menengah,Cukup,Ya,4,4,Tidak Bekerja,3,5,Tidak Tepat Waktu,Data Analyst
MHS04037,Bisnis Digital,4.0,4.0,90,105,2,Menengah,Kurang,Tidak,4,3,Tidak Bekerja,2,8,Tepat Waktu,Digital Marketing
MHS04038,Komputer,3.77,3.94,97,128,4,Rendah,Cukup,Ya,3,2,Freelance,3,8,Tepat Waktu,Startup
MHS04039,Komputer,2.33,2.6,83,106,3,Menengah,Cukup,Ya,2,6,Part-time,3,9,Tidak Tepat Waktu,Lanjut Studi
MHS04040,Komputer,3.42,3.21,100,132,2,Menengah,Cukup,Ya,4,8,Tidak Bekerja,2,7,Tepat Waktu,Data Analyst
MHS04041,Manajemen,3.44,3.29,87,108,1,Rendah,Kurang,Ya,1,7,Tidak Bekerja,2,7,Tepat Waktu,Marketing
MHS04042,Komputer,3.02,3.13,79,106,2,Menengah,Baik,Ya,3,6,Part-time,2,6,Tidak Tepat Waktu,Data Analyst
MHS04043,Komputer,3.15,3.27,80,120,3,Menengah,Cukup,Ya,2,10,Tidak Bekerja,3,8,Tepat Waktu,Wirausaha Digital
MHS04044,Bisnis Digital,3.35,3.5,82,111,4,Menengah,Baik,Ya,3,9,Tidak Bekerja,3,8,Tepat Waktu,E-Commerce
MHS04045,Bisnis Digital,2.98,2.95,81,119,2,Tinggi,Baik,Ya,2,6,Tidak Bekerja,2,6,Tidak Tepat Waktu,Content Strategist
MHS04046,Bisnis Digital,3.26,3.28,80,93,3,Rendah,Cukup,Ya,3,4,Tidak Bekerja,4,8,Tepat Waktu,E-Commerce
MHS04047,Bisnis Digital,3.13,3.22,85,130,0,Tinggi,Baik,Ya,1,2,Tidak Bekerja,2,7,Tepat Waktu,E-Commerce
MHS04048,Komputer,3.78,4.0,100,140,0,Rendah,Kurang,Ya,5,7,Tidak Bekerja,2,5,Tepat Waktu,Lanjut Studi
MHS04049,Bisnis Digital,2.94,2.75,87,90,1,Rendah,Baik,Ya,3,5,Tidak Bekerja,4,9,Tidak Tepat Waktu,E-Commerce
MHS04050,Komputer,3.99,3.99,89,119,2,Menengah,Cukup,Tidak,4,7,Tidak Bekerja,3,9,Tepat Waktu,Lanjut Studi
MHS04051,Bisnis Digital,3.34,3.13,76,127,1,Rendah,Kurang,Ya,5,5,Tidak Bekerja,5,9,Tepat Waktu,E-Commerce
MHS04052,Komputer,3.58,3.79,96,127,1,Tinggi,Cukup,Tidak,1,5,Tidak Bekerja,4,6,Tepat Waktu,Lanjut Studi
MHS04053,Manajemen,3.41,3.54,91,128,1,Menengah,Kurang,Ya,5,2,Part-time,2,9,Tepat Waktu,Industri Manajemen
MHS04054,Komputer,2.83,2.7,86,124,0,Tinggi,Cukup,Tidak,6,6,Tidak Bekerja,2,6,Tidak Tepat Waktu,Startup
MHS04055,Komputer,3.89,3.79,92,123,3,Menengah,Cukup,Ya,5,6,Tidak Bekerja,2,5,Tepat Waktu,Industri Teknologi
MHS04056,Bisnis Digital,3.47,3.45,91,115,0,Rendah,Cukup,Tidak,6,1,Tidak Bekerja,4,8,Tepat Waktu,Content Strategist
MHS04057,Bisnis Digital,3.56,3.19,81,101,2,Menengah,Cukup,Ya,8,7,Part-time,2,8,Tepat Waktu,Startup
MHS04058,Komputer,3.55,3.45,92,107,2,Menengah,Cukup,Tidak,2,10,Tidak Bekerja,3,5,Tepat Waktu,Industri Teknologi
MHS04059,Manajemen,3.13,3.14,72,116,2,Rendah,Baik,Ya,2,4,Part-time,2,9,Tepat Waktu,Pemerintahan
MHS04060,Manajemen,2.41,2.88,87,71,4,Rendah,Cukup,Tidak,3,8,Tidak Bekerja,3,5,Tidak Tepat Waktu,Industri Manajemen
MHS04061,Bisnis Digital,3.65,3.49,97,133,2,Rendah,Kurang,Tidak,2,7,Tidak Bekerja,3,3,Tepat Waktu,Content Strategist
MHS04062,Komputer,3.41,3.27,86,128,2,Rendah,Cukup,Ya,2,5,Tidak Bekerja,5,7,Tepat Waktu,Wirausaha Digital
MHS04063,Bisnis Digital,3.15,3.41,80,111,2,Menengah,Cukup,Ya,8,9,Part-time,4,7,Tepat Waktu,Digital Marketing
MHS04064,Bisnis Digital,3.4,3.65,81,119,3,Menengah,Baik,Tidak,2,8,Tidak Bekerja,3,9,Tepat Waktu,Startup
MHS04065,Manajemen,3.25,3.52,79,109,5,Rendah,Baik,Tidak,2,7,Tidak Bekerja,1,6,Tepat Waktu,Human Resource
MHS04066,Bisnis Digital,3.06,3.14,79,114,1,Tinggi,Cukup,Ya,5,5,Freelance,4,7,Tepat Waktu,Digital Marketing
MHS04067,Bisnis Digital,2.61,3.02,80,129,0,Menengah,Cukup,Ya,3,5,Part-time,3,6,Tidak Tepat Waktu,E-Commerce
MHS04068,Manajemen,3.24,3.09,89,113,1,Menengah,Kurang,Ya,1,8,Tidak Bekerja,4,9,Tepat Waktu,Wirausaha
MHS04069,Bisnis Digital,2.98,2.66,76,118,0,Rendah,Kurang,Ya,4,7,Tidak Bekerja,2,7,Tidak Tepat Waktu,E-Commerce
MHS04070,Bisnis Digital,3.66,3.78,89,124,1,Menengah,Baik,Ya,2,9,Freelance,3,6,Tepat Waktu,Digital Marketing
MHS04071,Manajemen,2.81,3.05,89,121,1,Menengah,Cukup,Ya,4,3,Tidak Bekerja,3,6,Tepat Waktu,Human Resource
MHS04072,Komputer,3.26,2.94,84,119,1,Rendah,Cukup,Tidak,3,3,Tidak Bekerja,3,7,Tepat Waktu,Startup
MHS04073,Bisnis Digital,3.13,3.18,81,104,1,Rendah,Baik,Ya,1,6,Tidak Bekerja,3,8,Tepat Waktu,Content Strategist
MHS04074,Komputer,3.41,3.73,99,134,2,Menengah,Cukup,Tidak,2,1,Freelance,3,9,Tepat Waktu,Software Developer
MHS04075,Bisnis Digital,4.0,4.0,92,128,3,Rendah,Baik,Tidak,3,7,Part-time,5,6,Tepat Waktu,Lanjut Studi
MHS04076,Bisnis Digital,3.29,3.09,78,116,1,Menengah,Baik,Tidak,0,6,Freelance,4,6,Tidak Tepat Waktu,Digital Marketing
MHS04077,Komputer,2.93,2.81,94,100,2,Rendah,Cukup,Ya,5,3,Freelance,3,6,Tidak Tepat Waktu,Software Developer
MHS04078,Komputer,3.13,3.12,79,115,3,Tinggi,Baik,Ya,3,4,Tidak Bekerja,3,8,Tepat Waktu,Data Analyst
MHS04079,Bisnis Digital,3.56,3.61,100,134,3,Rendah,Kurang,Ya,2,10,Freelance,2,7,Tepat Waktu,Digital Marketing
MHS04080,Manajemen,3.12,2.98,82,124,2,Menengah,Kurang,Ya,2,8,Tidak Bekerja,1,8,Tidak Tepat Waktu,Marketing
MHS04081,Komputer,3.05,2.6,87,120,0,Menengah,Cukup,Ya,4,2,Freelance,4,6,Tepat Waktu,Software Developer
MHS04082,Bisnis Digital,3.58,3.4,88,131,1,Menengah,Cukup,Ya,3,10,Freelance,3,6,Tepat Waktu,Digital Marketing
MHS04083,Manajemen,3.18,3.53,89,140,1,Menengah,Cukup,Tidak,2,6,Tidak Bekerja,3,6,Tepat Waktu,Pemerintahan
MHS04084,Manajemen,3.25,3.49,85,133,4,Rendah,Cukup,Ya,3,7,Tidak Bekerja,3,6,Tepat Waktu,Marketing
MHS04085,Bisnis Digital,2.82,2.67,92,132,3,Menengah,Cukup,Tidak,2,10,Tidak Bekerja,3,6,Tidak Tepat Waktu,Digital Marketing
MHS04086,Komputer,3.78,3.99,76,124,2,Menengah,Cukup,Tidak,2,4,Part-time,3,5,Tepat Waktu,Lanjut Studi
MHS04087,Komputer,2.92,2.92,82,98,1,Menengah,Kurang,Tidak,2,7,Tidak Bekerja,3,9,Tidak Tepat Waktu,Lanjut Studi
MHS04088,Komputer,2.83,3.03,86,107,0,Tinggi,Kurang,Ya,1,9,Tidak Bekerja,3,7,Tidak Tepat Waktu,Software Developer
MHS04089,Komputer,3.43,3.17,77,144,2,Menengah,Cukup,Ya,2,3,Freelance,4,4,Tepat Waktu,Data Analyst
MHS04090,Bisnis Digital,3.3,3.13,83,121,2,Rendah,Kurang,Tidak,3,5,Tidak Bekerja,1,7,Tidak Tepat Waktu,E-Commerce
MHS04091,Bisnis Digital,2.85,3.17,59,103,2,Menengah,Cukup,Ya,5,6,Part-time,2,7,Tidak Tepat Waktu,Digital Marketing
MHS04092,Manajemen,3.22,3.28,100,126,1,Rendah,Cukup,Ya,1,10,Tidak Bekerja,3,5,Tepat Waktu,Marketing
MHS04093,Manajemen,2.71,2.32,77,121,1,Menengah,Baik,Ya,1,5,Part-time,3,7,Tidak Tepat Waktu,Wirausaha
MHS04094,Komputer,3.77,3.96,97,126,3,Rendah,Kurang,Ya,3,5,Freelance,3,6,Tepat Waktu,Industri Teknologi
MHS04095,Komputer,3.25,2.96,71,118,1,Menengah,Cukup,Ya,1,8,Tidak Bekerja,3,6,Tepat Waktu,Data Analyst
MHS04096,Komputer,3.08,3.41,76,91,1,Menengah,Kurang,Tidak,1,7,Tidak Bekerja,4,8,Tidak Tepat Waktu,Industri Teknologi
MHS04097,Manajemen,3.21,2.8,89,101,0,Rendah,Cukup,Ya,2,3,Tidak Bekerja,3,7,Tepat Waktu,Marketing
MHS04098,Bisnis Digital,4.0,3.99,86,108,3,Rendah,Cukup,Tidak,3,6,Freelance,3,9,Tepat Waktu,Lanjut Studi
MHS04099,Manajemen,3.41,3.65,88,126,1,Menengah,Cukup,Ya,2,3,Part-time,2,7,Tepat Waktu,Industri Manajemen
MHS04100,Bisnis Digital,3.48,3.3,100,109,3,Rendah,Cukup,Ya,4,5,Tidak Bekerja,3,7,Tepat Waktu,Digital Marketing
MHS04101,Komputer,3.02,3.0,60,102,1,Menengah,Cukup,Tidak,1,7,Freelance,2,6,Tidak Tepat Waktu,Industri Teknologi
MHS04102,Bisnis Digital,3.3,3.23,81,117,2,Menengah,Cukup,Tidak,2,7,Freelance,5,8,Tepat Waktu,E-Commerce
MHS04103,Komputer,3.8,3.96,87,107,2,Tinggi,Cukup,Tidak,5,6,Freelance,4,5,Tepat Waktu,Industri Teknologi
MHS04104,Bisnis Digital,2.99,3.2,81,113,5,Tinggi,Baik,Ya,3,7,Freelance,3,7,Tepat Waktu,Startup
MHS04105,Komputer,3.09,3.08,72,129,1,Menengah,Kurang,Ya,6,7,Freelance,2,4,Tidak Tepat Waktu,Industri Teknologi
MHS04106,Komputer,3.47,3.39,90,123,2,Rendah,Baik,Tidak,1,6,Freelance,2,7,Tepat Waktu,Industri Teknologi
MHS04107,Manajemen,3.57,3.35,87,137,1,Menengah,Kurang,Ya,1,6,Tidak Bekerja,3,9,Tepat Waktu,Marketing
MHS04108,Bisnis Digital,3.67,3.49,85,103,1,Menengah,Baik,Tidak,5,5,Freelance,2,8,Tepat Waktu,Startup
MHS04109,Bisnis Digital,2.86,2.66,83,112,2,Menengah,Kurang,Ya,7,6,Part-time,4,8,Tidak Tepat Waktu,E-Commerce
MHS04110,Manajemen,3.96,4.0,100,134,1,Menengah,Cukup,Tidak,4,7,Tidak Bekerja,2,5,Tepat Waktu,Industri Manajemen
MHS04111,Bisnis Digital,3.41,3.36,82,132,0,Menengah,Kurang,Ya,1,8,Freelance,4,8,Tepat Waktu,Wirausaha Digital
MHS04112,Manajemen,3.5,3.54,64,137,1,Tinggi,Cukup,Ya,1,5,Tidak Bekerja,3,8,Tepat Waktu,Marketing
MHS04113,Bisnis Digital,3.06,3.05,76,115,3,Rendah,Kurang,Ya,4,7,Tidak Bekerja,5,8,Tepat Waktu,E-Commerce
MHS04114,Manajemen,3.21,3.21,77,123,4,Menengah,Cukup,Ya,2,4,Part-time,3,7,Tepat Waktu,Industri Manajemen
MHS04115,Bisnis Digital,3.47,3.46,100,119,0,Rendah,Kurang,Tidak,1,7,Tidak Bekerja,2,6,Tepat Waktu,Content Strategist
MHS04116,Komputer,3.72,3.37,76,144,2,Menengah,Baik,Ya,1,8,Tidak Bekerja,3,7,Tepat Waktu,Software Developer
MHS04117,Komputer,3.4,3.65,100,112,2,Rendah,Cukup,Tidak,3,5,Freelance,3,5,Tepat Waktu,Wirausaha Digital
MHS04118,Komputer,3.34,3.42,82,117,1,Menengah,Cukup,Tidak,3,3,Tidak Bekerja,3,5,Tepat Waktu,Software Developer
MHS04119,Komputer,3.2,3.09,90,122,2,Rendah,Cukup,Ya,7,8,Tidak Bekerja,5,7,Tepat Waktu,Software Developer
MHS04120,Manajemen,3.25,3.19,92,105,1,Tinggi,Baik,Ya,4,8,Part-time,2,7,Tepat Waktu,Marketing
MHS04121,Manajemen,3.34,3.2,84,111,0,Rendah,Cukup,Tidak,4,5,Tidak Bekerja,2,7,Tepat Waktu,Wirausaha
MHS04122,Komputer,3.67,3.47,92,126,3,Rendah,Cukup,Ya,5,6,Tidak Bekerja,1,5,Tepat Waktu,Software Developer
MHS04123,Bisnis Digital,3.8,3.98,65,108,0,Tinggi,Baik,Ya,4,6,Tidak Bekerja,3,8,Tepat Waktu,E-Commerce
MHS04124,Komputer,3.51,3.75,95,136,1,Tinggi,Cukup,Tidak,2,6,Part-time,1,7,Tepat Waktu,Software Developer
MHS04125,Bisnis Digital,2.86,2.72,83,123,0,Rendah,Cukup,Ya,4,2,Freelance,3,8,Tidak Tepat Waktu,Startup
MHS04126,Manajemen,3.67,4.0,81,96,2,Menengah,Baik,Ya,1,4,Tidak Bekerja,3,5,Tepat Waktu,Lanjut Studi
MHS04127,Manajemen,3.48,3.33,75,100,2,Rendah,Baik,Ya,4,6,Freelance,4,7,Tepat Waktu,Industri Manajemen
MHS04128,Manajemen,3.1,3.2,78,129,5,Menengah,Cukup,Ya,0,7,Tidak Bekerja,5,6,Tepat Waktu,Marketing
MHS04129,Komputer,3.31,3.14,86,107,1,Tinggi,Baik,Ya,3,6,Freelance,2,7,Tepat Waktu,Software Developer
MHS04130,Manajemen,3.63,3.44,91,111,1,Rendah,Cukup,Tidak,1,6,Part-time,1,6,Tepat Waktu,Industri Manajemen
MHS04131,Bisnis Digital,3.52,3.33,82,129,2,Tinggi,Baik,Tidak,1,5,Tidak Bekerja,5,8,Tepat Waktu,Digital Marketing
MHS04132,Bisnis Digital,3.81,3.8,82,130,0,Rendah,Kurang,Ya,3,1,Freelance,2,7,Tepat Waktu,Startup
MHS04133,Komputer,3.55,3.46,94,109,5,Menengah,Kurang,Ya,5,10,Tidak Bekerja,5,9,Tepat Waktu,Data Analyst
MHS04134,Manajemen,3.88,3.45,70,123,2,Tinggi,Cukup,Tidak,0,3,Part-time,2,7,Tepat Waktu,Lanjut Studi
MHS04135,Bisnis Digital,3.11,3.32,89,138,0,Menengah,Cukup,Tidak,4,5,Part-time,4,9,Tepat Waktu,Startup
MHS04136,Manajemen,3.56,3.23,84,101,1,Menengah,Kurang,Tidak,2,3,Part-time,3,6,Tepat Waktu,Pemerintahan
MHS04137,Komputer,3.28,3.1,81,113,0,Tinggi,Baik,Tidak,3,5,Tidak Bekerja,2,6,Tidak Tepat Waktu,Startup
MHS04138,Bisnis Digital,3.65,3.72,96,125,0,Tinggi,Baik,Ya,4,2,Part-time,1,5,Tepat Waktu,Lanjut Studi
MHS04139,Manajemen,3.61,3.77,89,104,2,Menengah,Cukup,Tidak,1,7,Freelance,2,7,Tepat Waktu,Industri Manajemen
MHS04140,Manajemen,3.22,2.67,90,125,1,Rendah,Kurang,Ya,3,4,Tidak Bekerja,3,6,Tepat Waktu,Industri Manajemen
MHS04141,Manajemen,3.15,3.5,81,125,4,Menengah,Cukup,Ya,3,8,Freelance,3,5,Tepat Waktu,Wirausaha
MHS04142,Bisnis Digital,2.87,2.76,85,99,1,Menengah,Kurang,Ya,2,6,Part-time,4,10,Tidak Tepat Waktu,E-Commerce
MHS04143,Manajemen,3.42,3.66,88,133,0,Menengah,Cukup,Ya,0,5,Tidak Bekerja,3,7,Tepat Waktu,Marketing
MHS04144,Komputer,3.7,3.89,88,129,1,Menengah,Baik,Tidak,5,6,Tidak Bekerja,3,4,Tepat Waktu,Industri Teknologi
MHS04145,Komputer,3.55,3.26,81,109,0,Menengah,Baik,Ya,1,1,Freelance,3,8,Tepat Waktu,Data Analyst
MHS04146,Manajemen,2.76,2.96,85,110,4,Tinggi,Baik,Ya,3,10,Tidak Bekerja,4,7,Tidak Tepat Waktu,Industri Manajemen
MHS04147,Komputer,3.71,3.84,86,122,1,Menengah,Kurang,Tidak,0,2,Tidak Bekerja,3,4,Tepat Waktu,Industri Teknologi
MHS04148,Bisnis Digital,3.07,3.24,69,111,0,Rendah,Cukup,Tidak,1,3,Freelance,4,8,Tidak Tepat Waktu,Content Strategist
MHS04149,Komputer,3.37,3.28,92,130,2,Menengah,Baik,Ya,4,4,Freelance,2,4,Tepat Waktu,Wirausaha Digital
MHS04150,Bisnis Digital,2.85,2.93,78,122,1,Menengah,Cukup,Ya,8,9,Freelance,3,6,Tepat Waktu,Content Strategist
MHS04151,Komputer,3.48,3.79,97,113,1,Menengah,Baik,Ya,4,4,Tidak Bekerja,4,7,Tepat Waktu,Startup
MHS04152,Manajemen,3.82,3.73,89,143,0,Menengah,Cukup,Tidak,0,3,Part-time,2,7,Tepat Waktu,Lanjut Studi
MHS04153,Bisnis Digital,3.17,2.95,68,94,2,Menengah,Cukup,Ya,1,7,Tidak Bekerja,4,9,Tidak Tepat Waktu,Content Strategist
MHS04154,Manajemen,3.28,3.57,91,111,0,Rendah,Cukup,Tidak,2,6,Freelance,2,7,Tepat Waktu,Industri Manajemen
MHS04155,Manajemen,3.04,3.01,68,101,3,Tinggi,Kurang,Tidak,1,5,Tidak Bekerja,3,9,Tidak Tepat Waktu,Industri Manajemen
MHS04156,Komputer,2.86,2.75,72,98,1,Rendah,Kurang,Ya,4,1,Tidak Bekerja,3,8,Tidak Tepat Waktu,Data Analyst
MHS04157,Komputer,2.95,2.88,93,102,2,Menengah,Cukup,Tidak,1,6,Tidak Bekerja,3,7,Tidak Tepat Waktu,Industri Teknologi
MHS04158,Bisnis Digital,3.62,3.5,94,128,1,Menengah,Baik,Tidak,3,6,Part-time,4,6,Tepat Waktu,Wirausaha Digital
MHS04159,Komputer,3.86,3.92,76,111,2,Rendah,Baik,Ya,2,7,Tidak Bekerja,2,5,Tepat Waktu,Lanjut Studi
MHS04160,Manajemen,3.21,2.87,74,144,0,Menengah,Cukup,Ya,2,6,Tidak Bekerja,3,5,Tepat Waktu,Human Resource
MHS04161,Manajemen,3.34,2.99,84,135,1,Menengah,Baik,Ya,1,4,Tidak Bekerja,2,8,Tepat Waktu,Marketing
MHS04162,Komputer,3.8,3.74,94,114,1,Rendah,Baik,Ya,4,4,Tidak Bekerja,3,6,Tepat Waktu,Lanjut Studi
MHS04163,Manajemen,3.66,3.46,80,109,3,Rendah,Cukup,Ya,2,8,Tidak Bekerja,3,7,Tepat Waktu,Marketing
MHS04164,Komputer,2.78,2.64,92,125,1,Menengah,Cukup,Ya,3,7,Tidak Bekerja,5,7,Tidak Tepat Waktu,Startup
MHS04165,Manajemen,3.15,3.54,91,118,2,Menengah,Baik,Ya,1,4,Tidak Bekerja,3,10,Tepat Waktu,Wirausaha
MHS04166,Bisnis Digital,3.2,3.13,85,120,1,Menengah,Cukup,Tidak,4,6,Tidak Bekerja,3,7,Tepat Waktu,Startup
MHS04167,Bisnis Digital,3.25,3.14,89,104,2,Tinggi,Cukup,Ya,3,5,Tidak Bekerja,1,5,Tepat Waktu,Lanjut Studi
MHS04168,Komputer,2.81,2.85,68,111,1,Tinggi,Baik,Tidak,3,6,Tidak Bekerja,3,7,Tidak Tepat Waktu,Industri Teknologi
MHS04169,Manajemen,3.61,3.5,73,125,1,Rendah,Kurang,Tidak,0,4,Tidak Bekerja,4,6,Tepat Waktu,Human Resource
MHS04170,Bisnis Digital,3.75,3.5,89,128,1,Rendah,Kurang,Ya,6,5,Tidak Bekerja,5,5,Tepat Waktu,Startup
MHS04171,Manajemen,3.18,2.9,80,130,3,Rendah,Kurang,Ya,0,8,Tidak Bekerja,3,9,Tepat Waktu,Wirausaha
MHS04172,Komputer,3.25,3.3,84,109,1,Rendah,Kurang,Ya,4,6,Freelance,3,5,Tepat Waktu,Wirausaha Digital
MHS04173,Komputer,2.79,2.93,87,119,1,Menengah,Kurang,Ya,4,10,Tidak Bekerja,2,4,Tidak Tepat Waktu,Lanjut Studi
MHS04174,Komputer,2.81,2.93,66,129,1,Menengah,Cukup,Ya,2,9,Tidak Bekerja,4,6,Tidak Tepat Waktu,Industri Teknologi
MHS04175,Komputer,3.24,2.86,94,127,1,Menengah,Baik,Ya,6,8,Freelance,2,6,Tepat Waktu,Industri Teknologi
MHS04176,Bisnis Digital,2.85,3.07,66,127,2,Menengah,Kurang,Tidak,4,7,Tidak Bekerja,4,6,Tidak Tepat Waktu,Digital Marketing
MHS04177,Bisnis Digital,3.14,3.24,85,97,2,Menengah,Kurang,Tidak,4,4,Tidak Bekerja,3,6,Tidak Tepat Waktu,Startup
MHS04178,Manajemen,3.21,3.16,89,117,1,Tinggi,Cukup,Tidak,4,5,Tidak Bekerja,4,8,Tepat Waktu,Wirausaha
MHS04179,Bisnis Digital,3.12,3.08,75,140,2,Tinggi,Baik,Ya,2,2,Tidak Bekerja,3,10,Tepat Waktu,Digital Marketing
MHS04180,Komputer,3.35,3.23,70,99,2,Rendah,Baik,Ya,3,6,Part-time,3,4,Tepat Waktu,Wirausaha Digital
MHS04181,Manajemen,3.73,3.73,97,115,0,Menengah,Cukup,Ya,0,4,Part-time,3,5,Tepat Waktu,Industri Manajemen
MHS04182,Komputer,2.9,3.33,92,100,1,Menengah,Cukup,Tidak,4,7,Freelance,2,4,Tidak Tepat Waktu,Data Analyst
MHS04183,Bisnis Digital,3.03,3.11,84,131,3,Menengah,Cukup,Ya,1,5,Tidak Bekerja,4,8,Tepat Waktu,Wirausaha Digital
MHS04184,Komputer,3.26,3.52,89,126,1,Rendah,Kurang,Ya,2,3,Tidak Bekerja,4,7,Tepat Waktu,Wirausaha Digital
MHS04185,Komputer,3.59,3.8,81,107,2,Rendah,Cukup,Tidak,3,6,Tidak Bekerja,3,6,Tepat Waktu,Industri Teknologi
MHS04186,Komputer,2.86,2.73,92,118,6,Menengah,Cukup,Ya,4,10,Freelance,3,7,Tidak Tepat Waktu,Data Analyst
MHS04187,Manajemen,3.03,3.15,78,121,2,Rendah,Kurang,Ya,2,4,Part-time,1,10,Tepat Waktu,Pemerintahan
MHS04188,Bisnis Digital,3.26,3.08,76,113,2,Rendah,Kurang,Ya,4,5,Tidak Bekerja,2,7,Tepat Waktu,E-Commerce
MHS04189,Manajemen,3.19,3.46,85,128,3,Rendah,Kurang,Ya,2,5,Tidak Bekerja,2,6,Tepat Waktu,Pemerintahan
MHS04190,Komputer,3.34,3.58,88,120,1,Rendah,Cukup,Ya,1,5,Freelance,5,8,Tepat Waktu,Data Analyst
MHS04191,Bisnis Digital,3.08,2.94,73,126,4,Menengah,Cukup,Tidak,3,9,Freelance,3,7,Tidak Tepat Waktu,E-Commerce
MHS04192,Bisnis Digital,2.78,2.78,74,116,1,Menengah,Cukup,Ya,3,5,Tidak Bekerja,3,5,Tidak Tepat Waktu,E-Commerce
MHS04193,Manajemen,3.61,3.78,86,129,1,Menengah,Cukup,Ya,2,4,Tidak Bekerja,3,6,Tepat Waktu,Human Resource
MHS04194,Komputer,3.19,3.24,90,110,0,Tinggi,Cukup,Ya,2,5,Tidak Bekerja,3,7,Tepat Waktu,Data Analyst
MHS04195,Manajemen,3.19,3.12,92,118,0,Menengah,Cukup,Tidak,5,1,Freelance,2,7,Tepat Waktu,Wirausaha
MHS04196,Bisnis Digital,3.36,3.58,75,130,0,Menengah,Cukup,Tidak,5,6,Freelance,3,8,Tepat Waktu,Startup
MHS04197,Bisnis Digital,2.99,3.09,84,144,1,Tinggi,Baik,Tidak,4,3,Tidak Bekerja,5,8,Tepat Waktu,E-Commerce
MHS04198,Komputer,3.31,3.86,88,132,2,Rendah,Cukup,Ya,5,7,Tidak Bekerja,4,4,Tepat Waktu,Data Analyst
MHS04199,Komputer,3.6,3.65,83,132,1,Tinggi,Cukup,Ya,0,4,Part-time,3,6,Tepat Waktu,Data Analyst
MHS04200,Manajemen,2.61,2.71,66,119,3,Rendah,Cukup,Tidak,2,9,Part-time,3,7,Tidak Tepat Waktu,Wirausaha
MHS04201,Bisnis Digital,3.07,2.96,66,108,0,Rendah,Cukup,Ya,5,4,Tidak Bekerja,3,7,Tidak Tepat Waktu,E-Commerce
MHS04202,Bisnis Digital,3.28,3.46,72,123,1,Rendah,Kurang,Ya,5,6,Freelance,4,7,Tepat Waktu,E-Commerce
MHS04203,Bisnis Digital,3.22,3.25,78,114,3,Tinggi,Cukup,Ya,4,6,Tidak Bekerja,4,4,Tepat Waktu,Wirausaha Digital
MHS04204,Manajemen,3.14,3.13,87,144,1,Menengah,Cukup,Tidak,4,3,Part-time,3,7,Tepat Waktu,Marketing
MHS04205,Komputer,3.57,3.56,72,116,2,Menengah,Baik,Tidak,3,7,Part-time,4,3,Tepat Waktu,Data Analyst
MHS04206,Manajemen,3.67,3.89,90,123,1,Tinggi,Baik,Tidak,2,4,Tidak Bekerja,4,5,Tepat Waktu,Lanjut Studi
MHS04207,Komputer,3.14,3.3,84,119,2,Rendah,Kurang,Ya,1,10,Tidak Bekerja,5,7,Tepat Waktu,Startup
MHS04208,Bisnis Digital,3.08,3.03,84,125,1,Tinggi,Baik,Ya,5,7,Freelance,3,6,Tepat Waktu,E-Commerce
